arm	source_label	target_id	budget	run_time	rep	success	terminal_count	trigger_time_s	trigger_time_kind	trigger_execs	execs_done	execs_per_sec	reached	accepted_non_trigger	saved_non_trigger	spec_lifted	heuristic_lifted	manual_lifted	strict_pretrigger_guidance	binding_signal_status	source_path
formtrig	formtrig	TIF012	600	600		false	0				418805	697.96	162101	2	2	4177	0	0	true	pass	artifacts/formtrig_native_readiness/raw/tif012_formtrig_short_600s_20260616/gate/gate_summary.csv
baseline	aflpp_family	TIF012	600	597	1	false	0				1141857	1910.11	348663						false		/home/cwh/FORMTRIG/artifacts/formtrig_native_readiness/raw/tif012_baselines_short_600s_20260616_r6/runs/aflplusplus_cmplog_600s/run_record.json
baseline	aflpp_family	TIF012	600	597	1	true	225	300	magma_monitor_upper_bound		1159506	1939.66	186594						false		/home/cwh/FORMTRIG/artifacts/formtrig_native_readiness/raw/tif012_baselines_short_600s_20260616_r6/runs/aflplusplus_vanilla_600s/run_record.json
baseline	aflpp_family	TIF012	600	597	1	true	23	540	magma_monitor_upper_bound		1129183	1888.87	722969						false		/home/cwh/FORMTRIG/artifacts/formtrig_native_readiness/raw/tif012_baselines_short_600s_20260616_r6/runs/redqueen_operand_600s/run_record.json
