suite,run,status,reasons,run_time,execs_done,execs_per_sec,reached,terminal_triggered,first_terminal_time_s,first_terminal_time_kind,first_terminal_execs,queued_progress,accepted_non_trigger,saved_non_trigger,saved_triggered,spec_lifted,heuristic_lifted,manual_lifted,experiment_ready,pretrigger_lift_guidance_ready,non_trigger_candidate_lift_delta,lift_delta_only_on_triggered,binding_signal_status,binding_signal_diagnosis,out_dir
"TIF012_formtrig_hook_b2_600s","TIF012_formtrig_hook_b2_600s","fail","experiment_not_ready;no_non_trigger_lift_delta",600,465793,776.25,178995,0,"","","",9,9,9,0,4223,0,0,"false","true","false","false","pass","role_signal_progress_observed","/home/cwh/FORMTRIG/artifacts/formtrig_native_readiness/raw/tif012_formtrig_hook_b2_600s_20260616/default"
