suite,run,status,reasons,run_time,execs_done,execs_per_sec,reached,terminal_triggered,first_terminal_time_s,first_terminal_time_kind,first_terminal_execs,queued_progress,accepted_non_trigger,saved_non_trigger,saved_triggered,spec_lifted,heuristic_lifted,manual_lifted,experiment_ready,pretrigger_lift_guidance_ready,non_trigger_candidate_lift_delta,lift_delta_only_on_triggered,binding_signal_status,binding_signal_diagnosis,out_dir
"LIBARCHIVE_2936_formtrig_generic_hook_matched_60s","formtrig_generic_hook_rep1","pass","ok",60,48334,805.45,9920,1,"55.178","afl_crash_filename_exact","44842",3,3,3,0,4092,0,0,"true","true","true","false","pass","role_signal_progress_observed","/home/cwh/FORMTRIG/artifacts/formtrig_native_readiness/raw/libarchive_2936_hook_ablation_60s_1rep_20260617T114657Z/runs/formtrig_generic_hook_rep1/fuzzer_out/default"
