manifest,target_id,status,experiment_ready,pretrigger_lift_guidance_ready,diagnosis,progress_status,has_non_trigger_progress,non_trigger_progress,saved_non_trigger_progress,saved_triggered_progress,execs_done,reached,triggered,queued_progress,spec_lifted,heuristic_lifted,manual_lifted,d_f_constant,out_dir,log
"/home/cwh/FORMTRIG/artifacts/formtrig_native_readiness/manifests/TIF012.native_draft_magma_canary.hook_b5.final_30s.manifest","TIF012","ok","true","true","triggered","triggered","true",8,8,8333,2749423,1647188,1379546,153293,165507,0,0,"false","/home/cwh/FORMTRIG/artifacts/formtrig_native_readiness/raw/tif012_b5_matched_7200s_3rep_20260616T223012Z/formtrig/001_TIF012/out","/home/cwh/FORMTRIG/artifacts/formtrig_native_readiness/raw/tif012_b5_matched_7200s_3rep_20260616T223012Z/formtrig/001_TIF012/batch_run.log"
"/home/cwh/FORMTRIG/artifacts/formtrig_native_readiness/manifests/TIF012.native_draft_magma_canary.hook_b5.final_30s.manifest","TIF012","ok","true","true","triggered","triggered","true",15,15,8317,3993820,1893870,1234445,137183,149750,0,0,"false","/home/cwh/FORMTRIG/artifacts/formtrig_native_readiness/raw/tif012_b5_matched_7200s_3rep_20260616T223012Z/formtrig/002_TIF012/out","/home/cwh/FORMTRIG/artifacts/formtrig_native_readiness/raw/tif012_b5_matched_7200s_3rep_20260616T223012Z/formtrig/002_TIF012/batch_run.log"
"/home/cwh/FORMTRIG/artifacts/formtrig_native_readiness/manifests/TIF012.native_draft_magma_canary.hook_b5.final_30s.manifest","TIF012","ok","true","true","triggered","triggered","true",12,12,8405,3947580,2518098,2045147,227258,239540,0,0,"false","/home/cwh/FORMTRIG/artifacts/formtrig_native_readiness/raw/tif012_b5_matched_7200s_3rep_20260616T223012Z/formtrig/003_TIF012/out","/home/cwh/FORMTRIG/artifacts/formtrig_native_readiness/raw/tif012_b5_matched_7200s_3rep_20260616T223012Z/formtrig/003_TIF012/batch_run.log"
