score	index	candidate	status	exit_code	diagnosis	experiment_ready	pretrigger_lift_guidance_ready	has_progress	has_non_trigger_progress	non_trigger_progress	queued	triggered	saved_non_trigger	saved_triggered	execs	reached	binding_signal_status	binding_signal_diagnosis	candidate_events	accepted_non_trigger_progress	triggered_lift_delta	non_trigger_lift_delta	lift_delta_only_on_triggered	semantic_candidate_variable_roles	out_dir
-251000	1	/home/cwh/FORMTRIG/artifacts/binding_specs/SSL015.native_b2_pkcs7_decode_candidate.yml	failed	1	campaign_failed	false	false	false	false	0	0	0	0	0	0	0	missing	missing	0	0	false	false	false	0	/home/cwh/FORMTRIG/artifacts/formtrig_native_readiness/raw/ssl015_pkcs7_cms_screen_60s_20260618/candidates/001_SSL015.native_b2_pkcs7_decode_candidate.yml
