score	index	candidate	status	exit_code	diagnosis	experiment_ready	pretrigger_lift_guidance_ready	has_progress	has_non_trigger_progress	non_trigger_progress	queued	triggered	saved_non_trigger	saved_triggered	execs	reached	binding_signal_status	binding_signal_diagnosis	candidate_events	accepted_non_trigger_progress	triggered_lift_delta	non_trigger_lift_delta	lift_delta_only_on_triggered	semantic_candidate_variable_roles	out_dir
572200	1	/home/cwh/FORMTRIG/artifacts/binding_specs/LIBXML2_1107.native_b2_alloc_fail_candidate.yml	ready	0	queued_tc_rooted_progress	true	true	true	true	1	1	0	1	0	13844261	13659421	pass	role_signal_progress_observed	4093	1	false	true	false	1	/tmp/formtrig_libxml2_1107_normal_2h_20260615T150430Z/selective_sweep_7200s/candidates/001_LIBXML2_1107.native_b2_alloc_fail_candidate.yml
