suite,run,status,reasons,run_time,execs_done,execs_per_sec,reached,terminal_triggered,queued_progress,accepted_non_trigger,saved_non_trigger,saved_triggered,spec_lifted,heuristic_lifted,manual_lifted,experiment_ready,pretrigger_lift_guidance_ready,non_trigger_candidate_lift_delta,lift_delta_only_on_triggered,binding_signal_status,binding_signal_diagnosis,out_dir
"LIBXML2_1107_normal_2h","LIBXML2_1107_normal_2h","pass","ok",7200,13844261,1922.81,13659421,0,1,1,1,0,11016,0,0,"true","true","true","false","pass","role_signal_progress_observed","/tmp/formtrig_libxml2_1107_normal_2h_20260615T150430Z/selective_sweep_7200s/candidates/001_LIBXML2_1107.native_b2_alloc_fail_candidate.yml/default"
