source_label	target_id	baseline	budget	rep	success	trigger_time_s	terminal_count	first_reach_time_s	first_reach_count	first_trigger_time_s	latest_reached	latest_triggered	pretrigger_binary_flat	pretrigger_binary_reason	reach_to_trigger_gap_s	run_record
php009_600s	PHP009	aflplusplus_cmplog	600	1	true	300.0	9	90.0	6559	300.0	396559	9	true	first_reach_snapshot_has_R_without_T	210.0	/home/cwh/FORMTRIG/artifacts/formtrig_native_readiness/raw/php009_validated_short_600s_1rep_baselines/runs/aflplusplus_cmplog_600s/run_record.json
php009_600s	PHP009	aflplusplus_vanilla	600	1	true	270.0	43	90.0	7241	270.0	85024	43	true	first_reach_snapshot_has_R_without_T	180.0	/home/cwh/FORMTRIG/artifacts/formtrig_native_readiness/raw/php009_validated_short_600s_1rep_baselines/runs/aflplusplus_vanilla_600s/run_record.json
php009_600s	PHP009	redqueen_operand	600	1	true	120.0	20	90.0	145645	120.0	280521	20	true	first_reach_snapshot_has_R_without_T	30.0	/home/cwh/FORMTRIG/artifacts/formtrig_native_readiness/raw/php009_validated_short_600s_1rep_baselines/runs/redqueen_operand_600s/run_record.json
