suite,run,status,reasons,run_time,execs_done,execs_per_sec,reached,terminal_triggered,first_terminal_time_s,first_terminal_time_kind,first_terminal_execs,queued_progress,accepted_non_trigger,saved_non_trigger,saved_triggered,spec_lifted,heuristic_lifted,manual_lifted,experiment_ready,pretrigger_lift_guidance_ready,non_trigger_candidate_lift_delta,lift_delta_only_on_triggered,binding_signal_status,binding_signal_diagnosis,out_dir
"PDF003_validated_short_600s_3rep","rep1","fail","no_accepted_non_trigger_progress;no_saved_non_trigger_progress",602,926,1.54,812,502,"2","formtrig_stats_monitor_upper_bound","",56,0,0,56,180,0,0,"true","true","true","false","pass","triggered","/home/cwh/FORMTRIG/artifacts/formtrig_native_readiness/raw/pdf003_validated_short_600s_3rep_formtrig/001_PDF003/out/default"
"PDF003_validated_short_600s_3rep","rep2","fail","no_accepted_non_trigger_progress;no_saved_non_trigger_progress",600,3480,5.80,1419,502,"2","formtrig_stats_monitor_upper_bound","",56,0,0,56,290,0,0,"true","true","true","false","pass","triggered","/home/cwh/FORMTRIG/artifacts/formtrig_native_readiness/raw/pdf003_validated_short_600s_3rep_formtrig/002_PDF003/out/default"
"PDF003_validated_short_600s_3rep","rep3","fail","no_accepted_non_trigger_progress;no_saved_non_trigger_progress",601,3257,5.42,1995,502,"2","formtrig_stats_monitor_upper_bound","",56,0,0,56,474,0,0,"true","true","true","false","pass","triggered","/home/cwh/FORMTRIG/artifacts/formtrig_native_readiness/raw/pdf003_validated_short_600s_3rep_formtrig/003_PDF003/out/default"
