PDF016_R,PDF016_T,PDF012_R,PDF012_T,PDF011_R,PDF011_T,PDF003_R,PDF003_T,PDF019_R,PDF019_T,PDF021_R,PDF021_T,PDF007_R,PDF007_T,PDF014_R,PDF014_T,PDF002_R,PDF002_T,PDF005_R,PDF005_T,PDF009_R,PDF009_T
1236558,0,123834,0,6403909,0,42444,0,5956271,0,132,0,56128,0,20,0,20,0,20,0,405,0
