PDF016_R,PDF016_T,PDF012_R,PDF012_T,PDF011_R,PDF011_T,PDF003_R,PDF003_T,PDF019_R,PDF019_T,PDF021_R,PDF021_T,PDF007_R,PDF007_T,PDF014_R,PDF014_T,PDF002_R,PDF002_T,PDF005_R,PDF005_T,PDF009_R,PDF009_T
1533728,0,291413,0,15297379,0,110824,0,255429,0,16629,0,431799,0,20,0,20,0,20,0,11398,0
