PDF016_R,PDF016_T,PDF012_R,PDF012_T,PDF011_R,PDF011_T,PDF003_R,PDF003_T,PDF019_R,PDF019_T,PDF021_R,PDF021_T,PDF007_R,PDF007_T,PDF014_R,PDF014_T,PDF002_R,PDF002_T,PDF005_R,PDF005_T,PDF009_R,PDF009_T
795898,0,115041,0,120840540,0,41301,0,4044233,0,132,0,56128,0,20,0,20,0,20,0,12995,0
