score	index	candidate	status	exit_code	diagnosis	experiment_ready	pretrigger_lift_guidance_ready	has_progress	has_non_trigger_progress	non_trigger_progress	queued	triggered	saved_non_trigger	saved_triggered	execs	reached	binding_signal_status	binding_signal_diagnosis	candidate_events	accepted_non_trigger_progress	triggered_lift_delta	non_trigger_lift_delta	lift_delta_only_on_triggered	semantic_candidate_variable_roles	out_dir
771000	1	/home/cwh/FORMTRIG/artifacts/binding_specs/PNG006.native_b2_exif_insert_candidate.yml	ready	0	triggered	true	true	true	true	1	1919630	17276659	1	1919629	29754905	26319188	pass	triggered	1923722	1	true	true	false	0	/tmp/formtrig_png006_exif_longrun_20260615T1250Z/png006_exif_7200s/candidates/001_PNG006.native_b2_exif_insert_candidate.yml
