suite,run,status,reasons,run_time,execs_done,execs_per_sec,reached,terminal_triggered,queued_progress,accepted_non_trigger,saved_non_trigger,saved_triggered,spec_lifted,heuristic_lifted,manual_lifted,experiment_ready,pretrigger_lift_guidance_ready,non_trigger_candidate_lift_delta,lift_delta_only_on_triggered,binding_signal_status,binding_signal_diagnosis,out_dir
"PNG006_2h_acceptance","PNG006_exif_2h","pass","ok",7200,29754905,4132.45,26319188,17276659,1919630,1,1,1919629,3844204,0,0,"true","true","true","false","pass","triggered","/tmp/formtrig_png006_exif_longrun_20260615T1250Z/png006_exif_7200s/candidates/001_PNG006.native_b2_exif_insert_candidate.yml/default"
