score	index	candidate	status	exit_code	diagnosis	experiment_ready	pretrigger_lift_guidance_ready	has_progress	has_non_trigger_progress	non_trigger_progress	queued	triggered	saved_non_trigger	saved_triggered	execs	reached	binding_signal_status	binding_signal_diagnosis	candidate_events	accepted_non_trigger_progress	triggered_lift_delta	non_trigger_lift_delta	lift_delta_only_on_triggered	semantic_candidate_variable_roles	out_dir
587200	1	/home/cwh/FORMTRIG/artifacts/binding_specs/LIBCOAP_CVE_2023_35862.native_b2_keyword_len_candidate.yml	ready	0	triggered	true	true	true	false	0	0	17	0	0	130010	46370	pass	no_new_non_dominated_progress	4081	0	false	true	false	1	/tmp/formtrig_libcoap_35862_asan_30m_20260615T225016Z/selective_sweep_1800s/candidates/001_LIBCOAP_CVE_2023_35862.native_b2_keyword_len_candidate.yml
