suite,run,status,reasons,run_time,execs_done,execs_per_sec,reached,terminal_triggered,queued_progress,accepted_non_trigger,saved_non_trigger,saved_triggered,spec_lifted,heuristic_lifted,manual_lifted,experiment_ready,pretrigger_lift_guidance_ready,non_trigger_candidate_lift_delta,lift_delta_only_on_triggered,binding_signal_status,binding_signal_diagnosis,out_dir
"LIBCOAP_CVE_2023_35862_asan_30m_terminal_oracle","asan30m","pass","ok",1800,130010,72.23,46370,17,0,0,0,0,4213,0,0,"true","true","true","false","pass","no_new_non_dominated_progress","/tmp/formtrig_libcoap_35862_asan_30m_20260615T225016Z/selective_sweep_1800s/candidates/001_LIBCOAP_CVE_2023_35862.native_b2_keyword_len_candidate.yml/default"
