binding_id,atom_id,category,role,event_kind,site_id,event_id,mapping_status,collapsed_with,binding_tier,lift_allowed,reason,component_kind,priority,direction,value_mode,function,file,line,column,opcode,observe_window
1,1,binary-state-null,root_observe,11,1508402725,67c15745ffb9a299,exact,0x00000000,B4,true,ok,3,10,higher,outcome,_compare_path_table,/home/cwh/FORMTRIG/benchmarks/cve_build/libarchive-a819-src/libarchive/archive_write_set_format_iso9660.c,6823,31,sub,any
2,1,binary-state-null,guard,8,2422537705,d6f0cd152a4fdfc8,exact,0x00000000,B4,true,ok,5,15,higher,hit,isofile_gen_utility_names,/home/cwh/FORMTRIG/benchmarks/cve_build/libarchive-a819-src/libarchive/archive_write_set_format_iso9660.c,4973,2,br,any
3,1,binary-state-null,desired_producer,11,1322762402,a28cfbf118653236,exact,0x00000000,B4,true,ok,6,20,higher,c,path_table_add_entry,/home/cwh/FORMTRIG/benchmarks/cve_build/libarchive-a819-src/libarchive/archive_write_set_format_iso9660.c,6901,15,add,any
4,1,binary-state-null,use,11,3480689836,71bd68e03ad49e73,exact,0x00000000,B4,true,ok,6,30,higher,c,isoent_make_path_table_2,/home/cwh/FORMTRIG/benchmarks/cve_build/libarchive-a819-src/libarchive/archive_write_set_format_iso9660.c,6931,26,mul,any
5,1,binary-state-null,use,7,3446987503,cb5b6dc12dd4299f,exact,0x00000000,B4,true,ok,6,31,higher,not_outcome,isoent_make_path_table_2,/home/cwh/FORMTRIG/benchmarks/cve_build/libarchive-a819-src/libarchive/archive_write_set_format_iso9660.c,6927,14,icmp,any
6,1,binary-state-null,input_influence,8,2422537705,cdd9f5e0d5fbd3dc,exact,0x00000000,B4,true,ok,4,40,higher,hit,isofile_gen_utility_names,/home/cwh/FORMTRIG/benchmarks/cve_build/libarchive-a819-src/libarchive/archive_write_set_format_iso9660.c,4973,2,br,any
7,1,binary-state-null,input_influence,8,2422537705,cba42ae61c0f6f3f,exact,0x00000000,B4,true,ok,4,40,higher,hit,isofile_gen_utility_names,/home/cwh/FORMTRIG/benchmarks/cve_build/libarchive-a819-src/libarchive/archive_write_set_format_iso9660.c,4973,2,br,any
