suite,run,status,reasons,run_time,execs_done,execs_per_sec,reached,terminal_triggered,first_terminal_time_s,first_terminal_time_kind,first_terminal_execs,queued_progress,accepted_non_trigger,saved_non_trigger,saved_triggered,spec_lifted,heuristic_lifted,manual_lifted,experiment_ready,pretrigger_lift_guidance_ready,non_trigger_candidate_lift_delta,lift_delta_only_on_triggered,binding_signal_status,binding_signal_diagnosis,out_dir
"TIF012_hook_b5_120s","formtrig_b5","fail","no_non_trigger_lift_delta;lift_delta_only_on_triggered",120,59777,498.00,39787,18708,"0","formtrig_stats_monitor_upper_bound","",2084,4,4,2080,7996,0,0,"true","true","false","true","pass","triggered","/home/cwh/FORMTRIG/artifacts/formtrig_native_readiness/raw/tif012_formtrig_hook_b5_120s_20260616/default"
