arm	source_label	target_id	budget	run_time	rep	success	terminal_count	trigger_time_s	trigger_time_kind	execs_done	execs_per_sec	reached	accepted_non_trigger	saved_non_trigger	spec_lifted	heuristic_lifted	manual_lifted	strict_pretrigger_guidance	binding_signal_status	source_path
formtrig	formtrig_asan_terminal_30m	LIBCOAP_CVE_2023_35862	1800	1800		true	17			130010	72.23	46370	0	0	4213	0	0	false	pass	artifacts/formtrig_native_readiness/raw/libcoap_35862_asan_30m_20260615T225016Z/gate_summary.csv
baseline	asan_30m	LIBCOAP_CVE_2023_35862	1800	1800	1	true	20	1060	first_saved_crash_filename_time_upper_bound	140244	77.91	0						false		artifacts/formtrig_native_readiness/raw/libcoap_35862_baselines_asan_30m_20260615T233518Z/aflplusplus_cmplog_1800s/run_record.json
baseline	asan_30m	LIBCOAP_CVE_2023_35862	1800	1800	1	true	22	1484	first_saved_crash_filename_time_upper_bound	137840	76.58	0						false		artifacts/formtrig_native_readiness/raw/libcoap_35862_baselines_asan_30m_20260615T233518Z/aflplusplus_vanilla_1800s/run_record.json
baseline	asan_30m	LIBCOAP_CVE_2023_35862	1800	1800	1	true	24	1327	first_saved_crash_filename_time_upper_bound	138452	76.92	0						false		artifacts/formtrig_native_readiness/raw/libcoap_35862_baselines_asan_30m_20260615T233518Z/redqueen_operand_1800s/run_record.json
