suite,run,status,reasons,run_time,execs_done,execs_per_sec,reached,terminal_triggered,first_terminal_time_s,first_terminal_time_kind,first_terminal_execs,queued_progress,accepted_non_trigger,saved_non_trigger,saved_triggered,spec_lifted,heuristic_lifted,manual_lifted,experiment_ready,pretrigger_lift_guidance_ready,non_trigger_candidate_lift_delta,lift_delta_only_on_triggered,binding_signal_status,binding_signal_diagnosis,out_dir
"GPAC_3403_formtrig_typedops64_5s","formtrig_rep1","pass","ok",5,78,15.32,79,0,"","","",3,3,3,0,40,0,0,"true","true","true","false","pass","role_signal_progress_observed","/home/cwh/FORMTRIG/artifacts/formtrig_native_readiness/raw/gpac3403_b12_scal_ref_endpoint_gate_smoke_20260620T025307Z/runs/formtrig_rep1/fuzzer_out/default"
