manifest,target_id,status,experiment_ready,pretrigger_lift_guidance_ready,diagnosis,progress_status,has_non_trigger_progress,non_trigger_progress,saved_non_trigger_progress,saved_triggered_progress,execs_done,reached,triggered,queued_progress,spec_lifted,heuristic_lifted,manual_lifted,d_f_constant,out_dir,log
"/home/cwh/FORMTRIG/artifacts/formtrig_native_readiness/manifests/PHP003.native_b4_thumbnail_length.600s.manifest","PHP003","ok","true","true","triggered","triggered","true",2,2,4161,172580,50881,37429,4163,12349,0,0,"false","/home/cwh/FORMTRIG/artifacts/formtrig_native_readiness/raw/php003_native_b4_current_abi_600s_reps2_3_formtrig_20260619T210244Z/001_PHP003/out","/home/cwh/FORMTRIG/artifacts/formtrig_native_readiness/raw/php003_native_b4_current_abi_600s_reps2_3_formtrig_20260619T210244Z/001_PHP003/batch_run.log"
"/home/cwh/FORMTRIG/artifacts/formtrig_native_readiness/manifests/PHP003.native_b4_thumbnail_length.600s.manifest","PHP003","ok","true","true","triggered","triggered","true",2,2,6920,131318,74842,62258,6922,17866,0,0,"false","/home/cwh/FORMTRIG/artifacts/formtrig_native_readiness/raw/php003_native_b4_current_abi_600s_reps2_3_formtrig_20260619T210244Z/002_PHP003/out","/home/cwh/FORMTRIG/artifacts/formtrig_native_readiness/raw/php003_native_b4_current_abi_600s_reps2_3_formtrig_20260619T210244Z/002_PHP003/batch_run.log"
