target_id	baseline	budget	rep	valid_run	returncode	success	trigger_time_s	trigger_time_kind	run_time	execs_done	execs_per_sec	corpus_count	saved_crashes	saved_hangs	magma_reached	magma_triggered	magma_first_reach_time_s	magma_first_trigger_time_s	magma_snapshot_count
GPAC_3403	aflplusplus_cmplog	60	1	false	1	false	NA	NA	1	0	NA	0	0	0	0	0	NA	NA	NA
GPAC_3403	aflplusplus_cmplog	60	2	true	0	false	NA	NA	60	949	15.80	1	0	0	0	0	NA	NA	NA
GPAC_3403	aflplusplus_cmplog	60	3	true	0	false	NA	NA	60	1257	20.92	1	0	0	0	0	NA	NA	NA
GPAC_3403	aflplusplus_vanilla	60	1	true	0	false	NA	NA	60	1174	19.55	1	0	0	0	0	NA	NA	NA
GPAC_3403	aflplusplus_vanilla	60	2	true	0	false	NA	NA	60	971	16.16	1	0	0	0	0	NA	NA	NA
GPAC_3403	aflplusplus_vanilla	60	3	true	0	false	NA	NA	60	940	15.65	1	0	0	0	0	NA	NA	NA
GPAC_3403	redqueen_operand	60	1	false	1	false	NA	NA	2	0	NA	0	0	0	0	0	NA	NA	NA
GPAC_3403	redqueen_operand	60	2	false	1	false	NA	NA	2	0	NA	0	0	0	0	0	NA	NA	NA
GPAC_3403	redqueen_operand	60	3	false	1	false	NA	NA	2	0	NA	0	0	0	0	0	NA	NA	NA
