suite,run,status,reasons,run_time,execs_done,execs_per_sec,reached,terminal_triggered,queued_progress,accepted_non_trigger,saved_non_trigger,saved_triggered,spec_lifted,heuristic_lifted,manual_lifted,experiment_ready,pretrigger_lift_guidance_ready,non_trigger_candidate_lift_delta,lift_delta_only_on_triggered,binding_signal_status,binding_signal_diagnosis,out_dir
"LIBCOAP_CVE_2023_35862_2h_pretrigger","libcoap2h","pass","ok",7200,18627489,2587.15,8843324,0,1,1,1,0,19756,0,0,"true","true","true","false","pass","role_signal_progress_observed","/tmp/formtrig_libcoap_35862_selective_2h_20260615T191111Z/selective_sweep_7200s/candidates/001_LIBCOAP_CVE_2023_35862.native_b2_keyword_len_candidate.yml/default"
