suite,run,status,reasons,run_time,execs_done,execs_per_sec,reached,terminal_triggered,queued_progress,accepted_non_trigger,saved_non_trigger,saved_triggered,spec_lifted,heuristic_lifted,manual_lifted,experiment_ready,pretrigger_lift_guidance_ready,non_trigger_candidate_lift_delta,lift_delta_only_on_triggered,binding_signal_status,binding_signal_diagnosis,out_dir
"LIBCOAP_CVE_2023_35862_30m_pretrigger","libcoap30m","pass","ok",1800,4764811,2647.11,2128534,0,1,1,1,0,8524,0,0,"true","true","true","false","pass","role_signal_progress_observed","/tmp/formtrig_libcoap_35862_selective_30m_20260615T182142Z/selective_sweep_1800s/candidates/001_LIBCOAP_CVE_2023_35862.native_b2_keyword_len_candidate.yml/default"
