score	index	candidate	status	exit_code	diagnosis	experiment_ready	pretrigger_lift_guidance_ready	has_progress	has_non_trigger_progress	non_trigger_progress	queued	triggered	saved_non_trigger	saved_triggered	execs	reached	binding_signal_status	binding_signal_diagnosis	candidate_events	accepted_non_trigger_progress	triggered_lift_delta	non_trigger_lift_delta	lift_delta_only_on_triggered	semantic_candidate_variable_roles	out_dir
572200	1	/home/cwh/FORMTRIG/artifacts/binding_specs/LIBCOAP_CVE_2023_35862.native_b2_keyword_len_candidate.yml	ready	0	queued_tc_rooted_progress	true	true	true	true	1	1	0	1	0	4764811	2128534	pass	role_signal_progress_observed	4090	1	false	true	false	1	/tmp/formtrig_libcoap_35862_selective_30m_20260615T182142Z/selective_sweep_1800s/candidates/001_LIBCOAP_CVE_2023_35862.native_b2_keyword_len_candidate.yml
