arm	source_label	target_id	budget	run_time	rep	success	terminal_count	trigger_time_s	trigger_time_kind	trigger_execs	execs_done	execs_per_sec	reached	accepted_non_trigger	saved_non_trigger	spec_lifted	heuristic_lifted	manual_lifted	strict_pretrigger_guidance	binding_signal_status	source_path
formtrig	b4_600s_1rep	PDF016	602	602		false	0				1702	2.83	1661	2	2	414	0	0	true	pass	artifacts/formtrig_native_readiness/raw/pdf016_validated_short_600s_1rep_formtrig/gate/gate_summary.csv
baseline	aflpp_family_600s_1rep	PDF016	600	573	1	true	137	150	magma_monitor_upper_bound		172964	301.40	1306930						false		/home/cwh/FORMTRIG/artifacts/formtrig_native_readiness/raw/pdf016_validated_short_600s_1rep_baselines/runs/aflplusplus_cmplog_600s/run_record.json
baseline	aflpp_family_600s_1rep	PDF016	600	573	1	true	178	120	magma_monitor_upper_bound		56429	98.35	1169034						false		/home/cwh/FORMTRIG/artifacts/formtrig_native_readiness/raw/pdf016_validated_short_600s_1rep_baselines/runs/aflplusplus_vanilla_600s/run_record.json
baseline	aflpp_family_600s_1rep	PDF016	600	573	1	true	122	90	magma_monitor_upper_bound		174862	304.72	2388575						false		/home/cwh/FORMTRIG/artifacts/formtrig_native_readiness/raw/pdf016_validated_short_600s_1rep_baselines/runs/redqueen_operand_600s/run_record.json
