suite,run,status,reasons,budget,run_time,execs_done,execs_per_sec,reached,terminal_triggered,first_terminal_time_s,first_terminal_time_kind,first_terminal_execs,queued_progress,accepted_non_trigger,saved_non_trigger,saved_triggered,spec_lifted,heuristic_lifted,manual_lifted,experiment_ready,pretrigger_lift_guidance_ready,non_trigger_candidate_lift_delta,lift_delta_only_on_triggered,binding_signal_status,binding_signal_diagnosis,out_dir
"GPAC_3403_formtrig_typedops64_60s","formtrig_rep1","pass","ok",60,61,147,2.38,146,2,"2.39","afl_crash_filename_exact","8",5,5,5,0,70,0,0,"true","true","true","false","pass","role_signal_progress_observed","/home/cwh/FORMTRIG/artifacts/formtrig_native_readiness/raw/gpac3403_b13_scal_ref_payload_matched_screen_60s3rep_20260620T032730Z/runs/formtrig_rep1/fuzzer_out/default"
"GPAC_3403_formtrig_typedops64_60s","formtrig_rep2","pass","ok",60,61,147,2.38,146,2,"2.422","afl_crash_filename_exact","8",5,5,5,0,70,0,0,"true","true","true","false","pass","role_signal_progress_observed","/home/cwh/FORMTRIG/artifacts/formtrig_native_readiness/raw/gpac3403_b13_scal_ref_payload_matched_screen_60s3rep_20260620T032730Z/runs/formtrig_rep2/fuzzer_out/default"
"GPAC_3403_formtrig_typedops64_60s","formtrig_rep3","pass","ok",60,68,147,2.15,146,2,"2.605","afl_crash_filename_exact","8",5,5,5,0,70,0,0,"true","true","true","false","pass","role_signal_progress_observed","/home/cwh/FORMTRIG/artifacts/formtrig_native_readiness/raw/gpac3403_b13_scal_ref_payload_matched_screen_60s3rep_20260620T032730Z/runs/formtrig_rep3/fuzzer_out/default"
